,AL,AT,BA,BE,BG,CH,CZ,DE,DK,EE,ES,FI,FR,GB,GR,HR,HU,IE,IT,LT,LU,LV,ME,MK,NL,NO,PL,PT,RO,RS,SE,SI,SK,XK
2019-11-04 16:00:00,796.0344827586207,9056.0,1583.4567901234568,11563.0,5203.0,7027.78,9143.46,68862.0,5443.7,1210.6,29987.0,11450.0,56966.0,47375.0,5920.07,2332.0,5995.0,4187.0,40880.0,1690.8,558.0,1033.0,405.0,935.6896551724137,16793.0,19261.68,23832.39,6593.8,8174.0,5155.0,20363.0,1770.98,3857.0,916.4444444444445
2019-11-04 17:00:00,792.1034482758621,8903.0,1584.8148148148148,11730.0,5157.0,7275.3,8875.13,68341.0,5208.64,1150.0,31434.0,11428.0,61715.0,50214.0,5952.09,2334.0,5930.0,4556.0,40547.0,1635.86,569.0,989.0,403.0,931.0689655172414,16257.0,19190.31,23439.65,6654.3,8125.0,5148.0,20044.0,1817.86,3818.0,915.2
2019-11-04 18:00:00,788.1724137931035,8335.0,1580.0617283950617,11315.0,4958.0,7293.89,8804.48,66540.0,4835.01,1117.4,32332.0,11248.0,61767.0,49360.0,5894.21,2327.0,5881.0,4622.0,39747.0,1569.88,540.0,958.0,401.0,926.448275862069,15638.0,19135.32,23368.7,6998.8,7870.0,5088.0,19770.0,1773.85,3769.0,904.5333333333334
2019-11-04 19:00:00,784.2413793103449,7696.0,1528.4567901234568,10800.0,4700.0,6915.57,8423.73,62673.0,4485.11,1054.6,32477.0,10773.0,57630.0,47352.0,5578.42,2251.0,5637.0,4414.0,37506.0,1468.71,497.0,896.0,399.0,921.8275862068965,14890.0,18780.06,22636.53,7059.9,7442.0,5013.0,18926.0,1666.42,3664.0,891.2
2019-11-04 20:00:00,744.9310344827587,7154.0,1474.8148148148148,10181.0,4386.0,6474.15,7896.5,57956.0,4207.92,958.7,31262.0,10895.0,54102.0,44450.0,5012.2,2172.0,5385.0,4154.0,34410.0,1319.31,432.0,811.0,379.0,875.6206896551724,14067.0,18444.43,21020.71,6798.2,6819.0,4837.0,18222.0,1555.7,3414.0,859.9111111111112
2019-11-04 21:00:00,713.4827586206898,6848.0,1343.7654320987654,9944.0,4004.0,6410.33,7414.52,54371.0,3845.12,869.7,28558.0,10660.0,54179.0,40612.0,4685.96,1979.0,5137.0,3839.0,30905.0,1191.22,433.0,731.0,363.0,838.6551724137931,13084.0,17946.61,19395.73,6401.5,6354.0,4731.0,17236.0,1427.55,3201.0,841.0666666666667
2019-11-04 22:00:00,676.1379310344828,6355.0,1187.5925925925926,9606.0,3682.0,6210.4,6956.58,50147.0,3578.21,817.8,26156.0,10252.0,54787.0,36146.0,4285.85,1749.0,4854.0,3471.0,27959.0,1118.2,422.0,675.0,344.0,794.7586206896551,12262.0,17195.74,18128.66,5956.7,6000.0,4450.0,16351.0,1328.69,3057.0,791.1111111111111
2019-11-04 23:00:00,615.2068965517242,6041.0,1031.4197530864199,8950.0,3452.0,6244.01,6620.38,47601.0,3367.88,800.2,24699.0,9985.8,51569.0,31980.0,3995.08,1519.0,4483.0,3229.0,25755.0,1067.27,412.0,640.0,313.0,723.1379310344828,11579.0,16881.36,17145.05,5421.4,5833.0,4163.0,15856.0,1227.42,2956.0,740.088888888889
2019-11-05 00:00:00,550.344827586207,5775.0,965.5555555555555,8531.0,3321.0,6348.99,6679.97,45852.0,3263.74,789.2,23430.0,9837.2,48979.0,30696.0,3923.64,1422.0,4292.0,3001.0,24319.0,1041.08,378.0,619.0,280.0,646.8965517241379,11190.0,16581.36,16650.01,4983.7,5719.0,3699.0,15830.0,1187.99,2845.0,657.6
2019-11-05 01:00:00,520.8620689655173,5659.0,935.679012345679,8346.0,3301.0,6287.57,6524.62,45587.0,3219.46,763.5,22588.0,9734.8,47727.0,29072.0,3912.14,1378.0,4135.0,2801.0,23603.0,1038.67,357.0,615.0,265.0,612.2413793103448,11000.0,16474.95,16392.79,4710.4,5681.0,3477.0,15692.0,1139.7,2828.0,618.1333333333333
2019-11-05 02:00:00,507.1034482758621,5572.0,920.7407407407408,8344.0,3351.0,6316.21,6447.36,46367.0,3229.25,777.3,22120.0,9814.4,45676.0,27379.0,3937.07,1356.0,4095.0,2666.0,23384.0,1055.13,360.0,622.0,258.0,596.0689655172414,10993.0,16371.77,16471.1,4545.1,5763.0,3335.0,15596.0,1160.86,2808.0,592.8888888888889
2019-11-05 03:00:00,509.0689655172414,5731.0,938.395061728395,8524.0,3535.0,6261.04,6682.4,48112.0,3314.85,827.1,22068.0,10140.0,45381.0,26057.0,4106.36,1382.0,4232.0,2614.0,23700.0,1131.34,362.0,670.0,259.0,598.3793103448276,11117.0,16593.89,16670.74,4487.3,5968.0,3405.0,16039.0,1199.37,2894.0,605.3333333333334
2019-11-05 04:00:00,528.7241379310345,6477.0,1028.7037037037037,8948.0,4004.0,6208.96,7253.57,51902.0,3549.3,947.7,22601.0,10972.0,47961.0,26206.0,4488.62,1515.0,4620.0,2595.0,25353.0,1370.79,366.0,802.0,269.0,621.4827586206897,11560.0,17073.78,17598.71,4494.2,6526.0,3593.0,17154.0,1284.59,3077.0,638.7555555555556
2019-11-05 05:00:00,597.5172413793103,7731.0,1229.6913580246915,10094.0,4408.0,6564.21,8443.76,59542.0,4172.34,1089.2,25113.0,11385.0,53709.0,28429.0,5028.98,1811.0,5283.0,2691.0,30030.0,1532.02,398.0,930.0,304.0,702.3448275862069,12996.0,18580.3,20027.35,4608.0,7149.0,4034.0,19005.0,1594.63,3518.0,717.1555555555556
2019-11-05 06:00:00,691.8620689655173,8714.0,1367.530864197531,10973.0,4580.0,6426.94,8899.95,65400.0,4741.04,1156.7,28562.0,11341.0,59015.0,31800.0,5342.69,2014.0,5558.0,2944.0,35140.0,1639.73,441.0,1015.0,352.0,813.2413793103448,14842.0,20142.99,21801.61,4878.6,7516.28,4525.0,20408.0,1745.45,3736.0,804.4444444444445
2019-11-05 07:00:00,737.0689655172414,9073.0,1446.9753086419753,11250.0,4536.0,6931.74,9087.31,67353.0,4959.78,1203.4,30272.0,11393.0,60323.0,37028.0,5630.27,2131.0,5622.0,3543.0,38927.0,1675.76,519.0,1062.0,375.0,866.3793103448276,15775.0,20315.46,22691.76,5447.6,7507.0,4657.0,20382.0,1769.78,3877.0,827.9111111111112
2019-11-05 08:00:00,754.7586206896552,9168.0,1457.1604938271605,11368.0,4387.0,7204.83,9126.94,67374.0,5003.54,1221.2,31220.0,11451.0,60862.0,38530.0,5663.96,2146.0,5662.0,3841.0,40100.0,1678.87,551.0,1066.0,384.0,887.1724137931035,16032.0,20090.17,22915.03,6279.5,7449.0,4743.0,20211.0,1734.31,3956.0,843.2
2019-11-05 09:00:00,760.6551724137931,9349.0,1439.5061728395062,11346.0,4284.0,7164.71,9044.12,68056.0,5062.24,1214.5,31560.0,11459.0,60635.0,40556.0,5691.01,2120.0,5706.0,3898.0,40077.0,1684.7,563.0,1047.0,387.0,894.1034482758621,15994.0,19903.73,22762.76,6535.0,7266.0,4610.0,20113.0,1713.27,3903.0,819.5555555555555
2019-11-05 10:00:00,762.6206896551724,9444.0,1487.7160493827162,11434.0,4150.0,7173.44,9091.03,69095.0,4988.23,1209.8,31740.0,11427.0,60928.0,41092.0,5704.02,2191.0,5800.0,3939.0,39796.0,1661.21,572.0,1023.0,388.0,896.4137931034483,15881.0,19638.27,23069.65,6580.7,7183.0,4619.0,20017.0,1761.51,3928.0,821.1555555555556
2019-11-05 11:00:00,764.5862068965517,9181.0,1489.0740740740741,11370.0,4154.0,7319.39,9172.22,68589.0,4913.82,1239.2,32045.0,11264.0,61289.0,41596.0,5616.08,2193.0,5822.0,3933.0,37562.0,1690.31,582.0,1042.0,389.0,898.7241379310344,15602.0,19394.64,23268.65,6764.3,7266.0,4528.0,19817.0,1811.68,3971.0,804.9777777777778
2019-11-05 12:00:00,752.7931034482759,9053.0,1465.3086419753088,11441.0,4111.0,6931.29,9195.64,68290.0,4923.93,1234.7,32082.0,11234.0,60009.0,41569.0,5374.12,2158.0,5797.0,3970.0,37726.0,1659.17,588.0,1038.0,383.0,884.8620689655172,15599.0,19264.44,23397.63,6602.0,7183.0,4440.0,19728.0,1809.62,3929.0,789.3333333333334
2019-11-05 13:00:00,754.7586206896552,8973.0,1438.1481481481483,11331.0,4113.0,6975.52,9051.11,66802.0,4861.1,1232.1,31204.0,11280.0,59042.0,40788.0,5216.78,2118.0,5805.0,3926.0,39069.0,1676.56,578.0,1026.0,384.0,887.1724137931035,15682.0,19293.97,22988.05,6504.9,7136.0,4351.0,19976.0,1778.68,3869.0,773.5111111111112
2019-11-05 14:00:00,768.5172413793103,8995.0,1434.0740740740741,11243.0,4183.0,6941.29,9058.95,66071.0,4787.27,1234.6,30534.0,11569.0,57491.0,40428.0,5153.45,2112.0,5912.0,3918.0,39889.0,1672.88,567.0,1040.0,391.0,903.3448275862069,15819.0,19671.76,23057.46,6661.0,7208.0,4392.0,20285.0,1732.63,3825.0,780.8000000000001
2019-11-05 15:00:00,796.0344827586207,9166.0,1507.4074074074074,11285.0,4563.0,6959.33,9109.52,66500.0,4973.95,1247.6,30139.0,11802.0,57184.0,41020.0,5498.02,2220.0,6070.0,3977.0,40853.0,1720.56,576.0,1058.0,405.0,935.6896551724137,16170.0,20217.46,23924.74,6607.3,7781.0,4749.0,20845.0,1746.79,3927.0,844.2666666666667
2019-11-05 16:00:00,827.4827586206898,9293.0,1588.888888888889,11930.0,5015.0,7082.47,9171.98,69576.0,5329.02,1229.6,30251.0,11659.0,59714.0,45276.0,5939.76,2340.0,6107.0,4123.0,42597.0,1718.29,591.0,1048.0,421.0,972.6551724137931,16885.0,20430.69,24245.83,6516.7,8115.0,5071.0,21240.0,1779.64,3901.0,901.5111111111112
2019-11-05 17:00:00,821.5862068965517,9084.0,1567.1604938271605,12103.0,4961.0,7353.22,8978.37,69562.0,5100.36,1191.8,32013.0,11777.0,64217.0,48130.0,5921.04,2308.0,6036.0,4526.0,42152.0,1650.74,618.0,1007.0,418.0,965.7241379310344,16304.0,20277.41,23792.7,6678.4,8032.0,5067.0,20809.0,1771.76,3850.0,900.8000000000001
2019-11-05 18:00:00,807.8275862068966,8512.0,1560.3703703703704,11725.0,4762.0,7419.13,8849.45,68017.0,4823.48,1143.2,32825.0,11601.0,64398.0,47600.0,5826.59,2298.0,5966.0,4595.0,41035.0,1597.9,618.0,956.0,411.0,949.551724137931,15770.0,20021.33,23637.7,7063.0,7873.0,4996.0,20328.0,1770.73,3785.0,888.1777777777778
2019-11-05 19:00:00,794.0689655172414,7902.0,1504.0123456790125,11177.0,4561.0,7041.42,8545.72,64068.0,4442.46,1088.6,33071.0,11071.0,60242.0,45828.0,5489.42,2215.0,5746.0,4413.0,38633.0,1499.64,603.0,904.0,404.0,933.3793103448276,15071.0,19899.44,22843.94,7134.2,7469.0,4915.0,19766.0,1687.68,3648.0,873.7777777777778
2019-11-05 20:00:00,766.551724137931,7288.0,1445.6172839506173,10540.0,4326.0,6613.1,8053.08,60301.0,4168.95,999.7,31861.0,11136.0,56598.0,43162.0,5023.34,2129.0,5498.0,4204.0,35483.0,1345.03,575.0,821.0,390.0,901.0344827586207,14177.0,19309.28,21305.41,6827.7,6772.0,4782.0,18932.0,1561.86,3411.0,850.1333333333333
2019-11-05 21:00:00,731.1724137931035,6964.0,1323.3950617283951,10391.0,3967.0,6211.81,7573.33,56301.0,3828.62,912.3,29109.0,10946.0,56129.0,39852.0,4670.55,1949.0,5205.0,3955.0,31728.0,1216.8,533.0,743.0,372.0,859.448275862069,13243.0,18662.86,19568.71,6470.1,6317.0,4588.0,17781.0,1438.03,3212.0,815.6444444444445
2019-11-05 22:00:00,697.7586206896552,6459.0,1161.79012345679,10043.0,3602.0,6011.88,7099.03,51943.0,3503.62,845.3,26452.0,10502.0,56566.0,35770.0,4239.69,1711.0,4939.0,3599.0,28673.0,1134.92,519.0,677.0,355.0,820.1724137931035,12421.0,17842.04,18302.6,6008.9,6040.0,4360.0,16943.0,1320.84,3076.0,775.1111111111111
2019-11-05 23:00:00,634.8620689655173,6191.0,1047.7160493827162,9405.0,3413.0,5691.26,6820.88,48640.0,3339.85,821.5,24956.0,10324.0,52947.0,31774.0,3968.66,1543.0,4571.0,3344.0,26068.0,1105.13,475.0,652.0,323.0,746.2413793103448,11693.0,17287.19,17266.79,5422.3,5853.0,4047.0,16451.0,1216.38,2942.0,719.4666666666667
2019-11-06 00:00:00,575.896551724138,5965.0,962.8395061728395,8832.0,3327.0,5547.71,6888.7,47587.0,3216.24,798.8,23634.0,10196.0,50259.0,30742.0,3921.49,1418.0,4347.0,3106.0,24663.0,1068.74,442.0,642.0,293.0,676.9310344827586,11285.0,16904.86,16776.91,5040.7,5795.0,3658.0,16029.0,1160.2,2844.0,650.3111111111111
2019-11-06 01:00:00,544.448275862069,5841.0,924.1358024691358,8589.0,3278.0,6041.86,6716.35,46828.0,3183.74,794.9,22691.0,10223.0,48772.0,29405.0,3850.69,1361.0,4192.0,2882.0,23875.0,1061.28,432.0,638.0,277.0,639.9655172413793,11086.0,16838.08,16462.03,4779.0,5721.0,3363.0,16076.0,1167.05,2823.0,597.8666666666667
2019-11-06 02:00:00,522.8275862068966,5781.0,917.3456790123457,8626.0,3314.0,6086.37,6622.96,47732.0,3182.87,801.1,22394.0,10375.0,46653.0,14690.0,3839.23,1351.0,4129.0,2739.0,23771.0,1080.23,428.0,645.0,266.0,614.551724137931,10995.0,16828.22,16590.34,4606.0,5839.0,3300.0,16345.0,1174.07,2821.0,586.6666666666667
2019-11-06 03:00:00,516.9310344827586,5924.0,939.7530864197531,8648.0,3491.0,6094.01,6805.68,49487.0,3253.49,828.3,22356.0,10735.0,46255.0,27029.0,3985.69,1384.0,4264.0,2682.0,24164.0,1165.04,436.0,688.0,263.0,607.6206896551724,11109.0,16929.49,16861.3,4524.1,6015.0,3300.0,16548.0,1163.06,2893.0,586.6666666666667
2019-11-06 04:00:00,538.551724137931,6612.0,1028.0246913580247,9102.0,3921.0,6021.2,7367.03,52893.0,3517.49,962.8,23015.0,11606.0,48688.0,26762.0,4331.69,1514.0,4631.0,2667.0,25690.0,1378.74,462.0,808.0,274.0,633.0344827586207,11609.0,17595.02,17750.75,4510.7,6572.0,3513.0,17549.0,1272.08,3067.0,624.5333333333333
2019-11-06 05:00:00,607.344827586207,7822.0,1221.5432098765432,10203.0,4261.0,5698.95,8477.94,61303.0,4193.09,1113.8,25456.0,12043.0,54310.0,28967.0,4845.42,1799.0,5332.0,2720.0,30608.0,1545.86,496.0,939.0,309.0,713.8965517241379,12939.0,19133.91,20264.0,4615.0,7187.0,3910.0,19768.0,1585.55,3489.0,695.1111111111111
2019-11-06 06:00:00,689.896551724138,8702.0,1349.1975308641975,11105.0,4437.0,6421.22,8860.12,66749.0,4740.01,1196.7,28878.0,12001.0,58952.0,33461.0,5170.36,1987.0,5619.0,2993.0,35394.0,1647.61,564.0,1018.0,351.0,810.9310344827586,14631.0,20436.36,22176.33,4904.1,7562.47,4462.0,21156.0,1786.24,3686.0,793.2444444444445
2019-11-06 07:00:00,725.2758620689656,8816.0,1425.9259259259259,11404.0,4476.0,7108.66,8961.38,68726.0,4859.81,1225.4,30631.0,12041.0,60932.0,39778.0,5442.34,2100.0,5592.0,3599.0,39177.0,1688.86,594.0,1068.0,369.0,852.5172413793103,15736.0,20770.21,23085.83,5466.5,7650.0,4669.0,21056.0,1792.17,3769.0,830.0444444444445
2019-11-06 08:00:00,754.7586206896552,8772.0,1438.8271604938273,11679.0,4365.0,7417.13,9015.82,69004.0,4928.71,1217.3,31509.0,11924.0,61908.0,42710.0,5610.18,2119.0,5572.0,3918.0,40983.0,1695.37,611.0,1063.0,384.0,887.1724137931035,15931.0,20755.5,23221.65,6276.9,7529.0,4776.0,20994.0,1747.76,3805.0,849.0666666666667
2019-11-06 09:00:00,768.5172413793103,8772.0,1423.888888888889,11761.0,4293.0,7402.55,8901.65,69430.0,4983.25,1210.2,31644.0,11880.0,61758.0,44531.0,5626.22,2097.0,5546.0,4016.0,41011.0,1684.9,616.0,1049.0,391.0,903.3448275862069,15517.0,20578.12,22868.66,6619.3,7449.0,4773.0,20875.0,1765.4,3711.0,848.5333333333334
2019-11-06 10:00:00,778.344827586207,8829.0,1456.4814814814815,11838.0,4173.0,7484.75,8891.0,70285.0,4987.38,1195.0,31787.0,11852.0,62079.0,44093.0,5632.26,2145.0,5538.0,4039.0,41227.0,1673.51,627.0,1024.0,396.0,914.8965517241379,15099.0,20364.05,23001.18,6613.4,7367.0,4791.0,20673.0,1808.03,3721.0,851.7333333333333
2019-11-06 11:00:00,748.8620689655173,8633.0,1455.8024691358025,11599.0,4190.0,7665.59,8934.69,69840.0,4932.6,1219.8,31885.0,11649.0,62533.0,24144.0,5587.8,2144.0,5585.0,4042.0,39385.0,1693.01,634.0,1047.0,381.0,880.2413793103448,14855.0,20723.12,23027.76,6832.8,7420.0,4762.0,20199.0,1797.54,3719.0,846.5777777777778
2019-11-06 12:00:00,744.9310344827587,8650.0,1429.320987654321,11568.0,4171.0,7323.12,8870.3,69384.0,4906.86,1219.0,31847.0,11657.0,61213.0,44210.0,5384.93,2105.0,5616.0,4036.0,39488.0,1685.41,622.0,1053.0,379.0,875.6206896551724,14875.0,20272.87,23006.56,6675.6,7337.0,4764.0,20305.0,1801.59,3694.0,846.9333333333334
2019-11-06 13:00:00,725.2758620689656,8662.0,1400.8024691358025,11417.0,4202.0,7258.79,8826.22,68522.0,4807.27,1233.8,30825.0,11685.0,60186.0,43816.0,5261.71,2063.0,5635.0,4018.0,40291.0,1667.75,603.0,1047.0,369.0,852.5172413793103,15096.0,20205.04,22726.38,6616.6,7283.0,4697.0,20318.0,1780.27,3669.0,835.0222222222222
2019-11-06 14:00:00,731.1724137931035,8747.0,1394.6913580246915,11398.0,4293.0,7145.66,8877.86,68077.0,4768.0,1252.3,30239.0,11929.0,58939.0,43896.0,5138.32,2054.0,5724.0,4000.0,40520.0,1664.36,596.0,1061.0,372.0,859.448275862069,15476.0,19944.04,22737.38,6792.1,7387.0,4756.0,20538.0,1782.8,3648.0,845.5111111111112
2019-11-06 15:00:00,764.5862068965517,9005.0,1474.1358024691358,11402.0,4651.0,7086.2,9051.69,67814.0,4937.85,1266.6,30042.0,12199.0,58540.0,44832.0,5463.13,2171.0,5919.0,4056.0,41006.0,1718.86,602.0,1069.0,389.0,898.7241379310344,16076.0,20249.67,23598.31,6756.1,7930.0,5088.0,20935.0,1824.29,3827.0,904.5333333333334
2019-11-06 16:00:00,801.9310344827587,9302.0,1589.567901234568,11937.0,4971.0,7204.66,9136.27,70609.0,5280.23,1242.6,30302.0,12242.0,60955.0,48635.0,5898.99,2341.0,6043.0,4277.0,42860.0,1704.34,625.0,1059.0,408.0,942.6206896551724,16884.0,20514.17,24129.9,6708.1,8098.0,5249.0,21366.0,1829.92,3901.0,933.1555555555556
2019-11-06 17:00:00,794.0689655172414,9092.0,1574.6296296296296,12048.0,4950.0,7531.81,8954.77,69906.0,5133.61,1206.4,31950.0,12243.0,65486.0,49988.0,5900.62,2319.0,5962.0,4534.0,41934.0,1650.33,638.0,1017.0,404.0,933.3793103448276,16258.0,20208.54,23813.19,6861.3,8038.0,5148.0,20818.0,1842.72,3852.0,915.2
2019-11-06 18:00:00,784.2413793103449,8543.0,1573.2716049382716,11581.0,4729.0,7576.58,8841.89,67965.0,4796.95,1168.2,32934.0,11995.0,65426.0,49442.0,5806.46,2317.0,5904.0,4516.0,40926.0,1623.93,606.0,970.0,399.0,921.8275862068965,15689.0,20170.79,23654.75,7190.8,7829.0,5128.0,20292.0,1759.43,3823.0,911.6444444444445
2019-11-06 19:00:00,776.3793103448277,7910.0,1527.0987654320988,10998.0,4490.0,7202.2,8464.85,63989.0,4473.52,1117.5,33372.0,11495.0,60747.0,48375.0,5474.1,2249.0,5716.0,4412.0,38749.0,1504.83,576.0,913.0,395.0,912.5862068965517,14980.0,19867.52,22841.11,7239.0,7448.0,5012.0,19605.0,1665.99,3721.0,891.0222222222222
2019-11-06 20:00:00,742.9655172413794,7338.0,1468.0246913580247,10401.0,4320.0,6775.15,8003.16,60441.0,4174.33,1021.2,32165.0,11568.0,56929.0,45620.0,4956.22,2162.0,5461.0,4194.0,35378.0,1343.29,526.0,819.0,378.0,873.3103448275862,14174.0,19481.62,21294.96,6989.2,6805.0,4792.0,19000.0,1519.9,3486.0,851.9111111111112
2019-11-06 21:00:00,709.551724137931,7102.0,1341.0493827160494,10294.0,3941.0,6363.74,7554.87,57165.0,3814.67,912.2,29406.0,11312.0,56758.0,41462.0,4619.34,1975.0,5173.0,3908.0,32023.0,1211.93,509.0,743.0,361.0,834.0344827586207,13224.0,18631.64,19703.13,6594.5,6338.0,4612.0,17904.0,1445.47,3255.0,819.9111111111112
2019-11-06 22:00:00,684.0,6586.0,1194.3827160493827,9972.0,3563.0,6143.33,7124.75,52658.0,3486.74,859.1,26741.0,10794.0,57400.0,36129.0,4196.26,1759.0,4917.0,3540.0,28760.0,1128.72,478.0,678.0,348.0,804.0,12387.0,17998.99,18359.35,6165.7,6052.0,4447.0,16964.0,1317.26,3129.0,790.5777777777778
2019-11-06 23:00:00,619.1379310344828,6233.0,1059.9382716049383,9235.0,3363.0,5858.05,6826.21,49447.0,3317.43,829.0,25336.0,10521.0,53844.0,33472.0,3882.49,1561.0,4593.0,3305.0,26255.0,1098.65,434.0,637.0,315.0,727.7586206896551,11756.0,17550.64,17348.45,5656.5,5830.0,4134.0,16472.0,1244.46,3010.0,734.9333333333334
2019-11-07 00:00:00,554.2758620689656,5958.0,975.7407407407408,8669.0,3272.0,5939.29,6893.89,47876.0,3217.57,809.6,23918.0,10394.0,51410.0,32562.0,3754.92,1437.0,4355.0,3095.0,24848.0,1080.38,410.0,621.0,282.0,651.5172413793103,11343.0,17102.62,16752.99,5177.9,5782.0,3726.0,16149.0,1197.69,2917.0,662.4
2019-11-07 01:00:00,524.7931034482759,5826.0,934.320987654321,8361.0,3232.0,6014.71,6743.5,47195.0,3198.41,812.1,23009.0,10372.0,50013.0,30741.0,3651.08,1376.0,4186.0,2893.0,24021.0,1070.57,394.0,613.0,267.0,616.8620689655172,11161.0,16920.17,16383.39,4899.8,5755.0,3496.0,16032.0,1162.96,2905.0,621.5111111111112
2019-11-07 02:00:00,509.0689655172414,5754.0,926.1728395061729,8217.0,3258.0,6575.97,6654.97,47877.0,3198.28,825.2,22627.0,10499.0,47804.0,28910.0,3654.8,1364.0,4134.0,2747.0,23928.0,1090.44,375.0,622.0,259.0,598.3793103448276,11077.0,17009.95,16422.95,4735.6,5831.0,3342.0,16108.0,1187.12,2911.0,594.1333333333333
2019-11-07 03:00:00,493.3448275862069,5961.0,949.9382716049383,8149.0,3402.0,6618.39,6841.36,49298.0,3298.01,865.9,22638.0,10902.0,47126.0,27422.0,3814.95,1399.0,4252.0,2698.0,24206.0,1160.7,376.0,669.0,251.0,579.8965517241379,11127.0,17285.29,16776.24,4658.2,6030.0,3383.0,16454.0,1186.83,2973.0,601.4222222222222
2019-11-07 04:00:00,522.8275862068966,6683.0,1038.888888888889,8584.0,3898.0,6522.76,7391.45,52900.0,3566.74,1000.1,23142.0,11731.0,49784.0,26334.0,4187.64,1530.0,4636.0,2673.0,25907.0,1389.85,392.0,802.0,266.0,614.551724137931,11627.0,17783.91,17589.5,4622.4,6550.0,3540.0,17396.0,1305.7,3157.0,629.3333333333334
2019-11-07 05:00:00,593.5862068965517,7915.0,1245.9876543209878,9688.0,4252.0,6583.28,8533.65,61513.0,4203.02,1151.9,25789.0,12165.0,55861.0,27372.0,4684.59,1835.0,5354.0,2700.0,30827.0,1551.53,452.0,934.0,302.0,697.7241379310344,13012.0,19280.21,20301.1,4737.2,7194.0,4004.0,19107.0,1528.835,3572.0,711.8222222222222
2019-11-07 06:00:00,674.1724137931035,8838.0,1377.7160493827162,10631.0,4458.0,6821.58,8960.68,67295.0,4759.49,1239.5,29210.0,12067.0,61121.0,32856.0,5139.79,2029.0,5665.0,2935.0,35904.0,1651.01,518.0,1028.0,343.0,792.448275862069,14785.0,20767.01,22042.88,5050.5,7604.0,4400.0,20450.0,1751.97,3753.0,782.2222222222223
2019-11-07 07:00:00,713.4827586206898,8941.0,1457.1604938271605,10729.0,4492.0,7270.26,9007.73,69359.0,4878.05,1279.8,30982.0,12082.0,62464.0,40169.0,5467.18,2146.0,5755.0,3527.0,39445.0,1677.6,542.0,1072.0,363.0,838.6551724137931,15689.0,20952.11,22968.45,5526.6,7710.0,4755.0,20652.0,1795.54,3865.0,845.3333333333334
2019-11-07 08:00:00,735.1034482758621,8772.0,1476.172839506173,11102.0,4370.0,7512.46,9055.32,69476.0,4917.54,1275.3,31919.0,12228.0,63021.0,42826.0,5591.78,2174.0,5815.0,3849.0,40128.0,1688.7,547.0,1071.0,374.0,864.0689655172414,16015.0,20752.34,23076.96,6429.3,7685.0,4820.0,20565.0,1738.71,3927.0,856.8888888888889
2019-11-07 09:00:00,739.0344827586207,8711.0,1450.3703703703704,11403.0,4331.0,7509.54,8890.17,69959.0,4944.17,1267.6,32213.0,12124.0,62594.0,44384.0,5641.25,2136.0,5831.0,3956.0,39818.0,1681.65,556.0,1045.0,376.0,868.6896551724137,16084.0,20607.11,22831.81,6744.6,7558.0,4838.0,20677.0,1749.94,3823.0,860.088888888889
2019-11-07 10:00:00,735.1034482758621,8686.0,1468.0246913580247,11582.0,4225.0,7623.4,8855.39,71063.0,4926.3,1245.8,32288.0,12060.0,62908.0,44780.0,5701.4,2162.0,5849.0,4044.0,39392.0,1657.46,583.0,1014.0,374.0,864.0689655172414,16178.0,20356.36,22966.89,6761.5,7481.0,4816.0,20521.0,1733.56,3757.0,856.1777777777778
2019-11-07 11:00:00,735.1034482758621,8468.0,1459.1975308641975,10979.0,4244.0,7776.68,8931.62,70633.0,4831.1,1274.8,32450.0,11933.0,63372.0,44238.0,5656.69,2149.0,5824.0,4041.0,37566.0,1692.41,591.0,1039.0,374.0,864.0689655172414,16079.0,20048.68,22991.44,6909.4,7493.0,4744.0,20256.0,1721.23,3804.0,843.3777777777779
2019-11-07 12:00:00,719.3793103448277,8434.0,1419.8148148148148,10634.0,4203.0,7489.68,8884.82,70419.0,4814.2,1255.4,32478.0,11934.0,62465.0,44394.0,5470.32,2091.0,5768.0,4057.0,38072.0,1683.87,590.0,1040.0,366.0,845.5862068965517,16205.0,20160.2,23126.79,6754.4,7409.0,4628.0,20161.0,1687.62,3787.0,822.7555555555556
2019-11-07 13:00:00,721.344827586207,8486.0,1369.567901234568,10726.0,4190.0,7483.15,8787.61,69297.0,4750.17,1268.0,31398.0,11945.0,61300.0,43778.0,5292.9,2017.0,5733.0,4060.0,39830.0,1648.29,558.0,1042.0,367.0,847.8965517241379,16175.0,20044.0,22785.14,6669.6,7301.0,4603.0,20254.0,1647.15,3734.0,818.3111111111111
2019-11-07 14:00:00,731.1724137931035,8588.0,1341.0493827160494,10675.0,4302.0,7384.41,8825.13,68883.0,4642.27,1284.1,30941.0,12157.0,60383.0,43864.0,5201.02,1975.0,5789.0,4044.0,40328.0,1657.85,530.0,1064.0,372.0,859.448275862069,16184.0,20217.69,22948.34,6840.8,7449.0,4679.0,20331.0,1660.32,3684.0,831.8222222222223
2019-11-07 15:00:00,768.5172413793103,8896.0,1410.3086419753088,10746.0,4709.0,7372.8,9002.02,68867.0,4880.4,1286.3,30772.0,12239.0,60515.0,44571.0,5525.11,2077.0,5957.0,4094.0,41311.0,1718.33,530.0,1071.0,391.0,903.3448275862069,16483.0,20663.63,23950.53,6780.4,8013.0,5022.0,20699.0,1711.84,3819.0,892.8000000000001
