,0
way/146360244-225,way/146360244-225
way/146366949-225,way/146366949-225
way/146402374-225,way/146402374-225
way/146402376-225,way/111414142-400
way/146449309-400,way/146449309-400
way/146449311-225,FR85-225
way/146449312-225,way/146449312-225
way/146449314-225,way/146449314-225
way/146449674-225,way/111414142-400
way/146531966-400,way/146531966-400
way/146534501-225,way/146534501-225
way/146534502-225,FR141-225
way/146534504-225,way/146534504-225
way/146534506-225,FR179-225
way/146534507-225,way/146534507-225
way/146590044-225,way/118400623-225
way/146590045-225,way/146590045-225
way/146590047-225,way/129631438-225
way/146590048-225,way/146590048-225
way/146695955-400,way/146695955-400
way/146744609-225,way/146744609-225
way/146791061-380,way/146791061-380
way/146791215-380,way/146791061-380
way/146809673-380,way/920127890-380
way/146901292-380,way/146901292-380
way/147056882-400,way/295403868-400
way/147132682-225,way/147132682-225
way/147132685-400,way/147132685-400
way/147132690-400,way/147132690-400
way/147132693-225,way/147132693-225
way/147132694-400,way/69813552-400
way/147174217-225,FR103-225
way/147174230-225,way/147174230-225
way/147174234-225,way/147174234-225
way/147174236-225,way/83726363-400
way/147174239-225,FR199-225
way/147174244-225,way/147174244-225
way/147174246-225,way/147174246-225
way/147174250-225,FR115-225
way/147174253-225,way/147174253-225
way/147174254-225,way/121161175-225
way/147187631-225,way/147187631-225
way/147187633-225,way/147187633-225
way/147394004-225,way/147394004-225
way/147394005-225,way/147394005-225
way/147394006-225,way/147394006-225
way/147394007-225,way/147394007-225
way/147394008-225,way/147394008-225
way/147394009-225,way/147394009-225
way/147394010-225,way/147394010-225
way/147394011-225,way/147394011-225
way/147394012-225,way/147394012-225
way/147394013-225,way/105913481-225
way/147394014-225,way/147394007-225
way/147394015-225,way/147394015-225
way/147394016-225,way/147394016-225
way/147394017-225,FR42-225
way/147394018-225,FR100-225
way/147398275-225,way/147398275-225
way/147398276-225,way/147398276-225
way/147398277-225,way/165966009-225
way/147398278-225,way/147398278-225
way/147398279-225,way/147398279-225
way/147398280-225,way/120861987-225
way/147466201-220,way/147466201-220
way/147475796-275,way/147475796-275
way/147521567-380,way/147521567-380
way/147525695-220,way/147525695-220
way/147557680-220,way/147557680-220
way/147559314-220,way/58928252-400
way/147580954-225,way/100500802-400
way/147580956-225,way/147580956-225
way/147580961-225,way/147580961-225
way/147580963-225,way/147580963-225
way/147580965-225,way/147580965-225
way/147580968-225,way/147580968-225
way/147580973-225,way/147580973-225
way/147580976-225,way/273536873-225
way/147580978-225,way/147580978-225
way/147580984-225,way/147580984-225
way/147580985-225,way/147580985-225
way/147580990-225,way/86131984-400
way/147580994-225,way/147580994-225
way/147580996-225,way/147580996-225
way/147580998-225,FR19-225
way/147581003-225,way/147581003-225
way/147581004-225,way/147581004-225
way/147581012-225,way/111414142-400
way/147581013-225,way/129581885-225
way/147714395-380,way/147714395-380
way/147878692-380,way/41334805-380
way/148015471-220,way/148015471-220
way/148059532-225,way/36805588-400
way/148059534-225,way/148059534-225
way/148059535-225,way/148059535-225
way/148059536-225,FR201-225
way/148059537-225,way/148059537-225
way/148060965-400,way/148060965-400
way/148197330-220,way/148197330-220
way/148211527-380,DE134-380
way/148266260-275,way/148266260-275
way/148347794-220,way/148347794-220
way/148380950-220,way/31110032-225
way/148382435,way/148382435-275
way/148382435-275,way/148382435-275
way/148446247-380,way/148446247-380
way/148478396-400,way/148478396-400
way/148564021-225,way/148564021-225
way/148673138-225,way/111769053-225
way/148969091-380,way/148969091-380
way/149188707-220,IT53-220
way/149256409-380,way/149256409-380
way/149306820-400,way/149306820-400
way/149672244-400,way/149672244-400
way/149965733-400,way/149965733-400
way/149965738-220,way/149965738-220
way/149965739-400,way/149965739-400
way/149987048-380,way/149987048-380
way/149997403-380,way/81938081-380
way/150124101-220,way/150124101-220
way/150200540-380,way/150200540-380
way/150209972-400,way/150209972-400
way/150267232-220,way/24921206-380
way/150282502-220,way/149965738-220
way/150329778-225,way/150329778-225
way/150366395-225,way/150366395-225
way/151061884-400,way/151061884-400
way/151070909-220,way/151070909-220
way/151109816-220,PT5-220
way/151111218-220,way/151111218-220
way/151162379-220,way/151162379-220
way/151162388-400,way/151162388-400
way/151166980-220,PT32-220
way/151168335-400,way/151168335-400
way/151335166-220,way/151335166-220
way/151490968-220,way/151490968-220
way/151507370-220,DE43-220
way/151818544-400,way/151818544-400
way/151967290-380,way/151967290-380
way/151967291-380,way/151967291-380
way/152018146-380,way/152018146-380
way/152107815-380,way/152107815-380
way/152120009-225,way/152120009-225
way/152219167-220,way/1086825107-380
way/152245073-220,way/152245073-220
way/152261133-380,way/152261133-380
way/152403632-380,way/152403632-380
way/152457216-220,way/42862642-220
way/152465478-220,way/96727258-220
way/152481174-400,way/152481174-400
way/152597636-380,IT43-380
way/152778326-225,way/152778326-225
way/152835217-225,way/152835217-225
way/152924498-380,way/152924498-380
way/152924508-220,way/152924508-220
way/152973139-380,way/152973139-380
way/153232112-400,way/1277630152-400
way/153495180-225,way/788298548-400
way/153548074-220,way/153548074-220
way/153548156-220,way/42862642-220
way/153772895-220,IT1-220
way/153838553-220,way/153838553-220
way/153884024-275,way/153884024-275
way/154391107-225,way/154391107-225
way/154510504-400,way/154510504-400
way/154869247-220,way/395847307-380
way/154894455-400,way/154894455-400
way/155158689-380,way/155158689-380
way/155227474-400,way/155227474-400
way/155590373-380,way/155590373-380
way/155791516-380,way/155791516-380
way/155803703-400,way/155803703-400
way/155971668-220,way/293484891-400
way/155976563-220,IT33-220
way/155976582-220,way/155976582-220
way/156001963-220,way/156001963-220
way/156001981-220,way/156001981-220
way/156402422-220,way/156402422-220
way/156435509,way/77654729-400
way/156541987-330,way/156541987-330
way/156673636-380,way/156673636-380
way/156673637-380,way/156673637-380
way/156676050-220,way/156676050-220
way/156953619-225,FR128-400
way/156960655-380,way/156960655-380
way/156973363-220,DE98-220
way/157164284-220,way/157164284-220
way/157328339-380,way/157328339-380
way/157421333-220,way/23744346-220
way/157456064-400,way/105913465-400
way/157471230-400,way/157471230-400
way/157504231-225,way/318502246-400
way/157628351-380,DE65-380
way/157660797-400,way/157660797-400
way/157666416-220,way/61712456-380
way/157806991-380,way/157806991-380
way/157902099-380,way/157902099-380
way/157912118-380,way/157912118-380
way/158232795-225,way/158232795-225
way/158232924-220,way/158232924-220
way/158505202-330,LT12-330
way/158599954-220,way/158599954-220
way/158601617,way/942640207-380
way/158620489-220,way/158620489-220
way/158652469-220,way/158652469-220
way/158739183-380,way/81938081-380
way/158904215-220,ES21-220
way/158959475-220,way/1266061515-220
way/159038999-400,way/159038999-400
way/159158469-220,way/1317893096-220
way/159167277-400,way/159167277-400
way/159326655-220,DE179-220
way/159527493-220,way/159527493-220
way/159532385-400,way/159532385-400
way/159736514-400,way/159736514-400
way/159821869-220,way/159821869-220
way/159930931-400,way/159930931-400
way/160279525-400,GB32-400
way/160406892-220,way/460847807-220
way/160474491-400,way/160474491-400
way/160580052-400,way/160580052-400
way/160584794-380,way/160584794-380
way/160616357-275,way/160616357-275
way/160792651,way/160792651-400
way/160792651-400,way/160792651-400
way/160929097-220,way/160929097-220
way/161224164-220,way/121085952-380
way/161853746-220,way/161853746-220
way/161867064-220,way/161867064-220
way/162022271-220,way/162022271-220
way/162066055-220,IT72-220
way/162066058-220,way/162066058-220
way/162124572-275,way/86071326-400
way/162176187-380,way/162176187-380
way/162179284-380,way/162179284-380
way/162540710-400,way/162540710-400
way/162826525-380,way/162826525-380
way/162828577-380,way/162828577-380
way/16287586-225,way/16287586-225
way/162960205-380,way/162960205-380
way/163036722-400,way/163036722-400
way/163056522-220,way/75378894-380
way/163056526-220,way/75378894-380
way/163058980-220,way/163058980-220
way/163194137-400,PT47-400
way/163789376-220,way/133601335-380
way/163860997-400,way/163860997-400
way/163958919-220,way/163958919-220
way/163958920-220,way/163958920-220
way/164380199-275,way/164380199-275
way/164823726-220,way/164823726-220
way/164966742-225,way/756397226-225
way/165242802-380,way/165242802-380
way/165254212-220,way/147557680-220
way/165513396-380,way/165513396-380
way/165517186-225,way/86131984-400
way/165580300-400,way/165580300-400
way/165763717-220,PL5-220
way/16582436-400,way/16582436-400
way/165830069-225,way/165830069-225
way/16584741-380,way/16584741-380
way/165966009-225,way/165966009-225
way/166057222-225,way/166057222-225
way/166073883-400,way/166073883-400
way/166155511-400,way/166155511-400
way/166196787-220,way/166196787-220
way/166227080-300,way/830770515-420
way/166253937-225,way/146402374-225
way/166401454-225,way/165830069-225
way/166604822-380,way/943135226-380
way/166630982-225,way/147398279-225
way/166703758-275,way/166703758-275
way/166703759-275,way/166703759-275
way/166703764-275,GB15-275
way/166703766-400,way/166703766-400
way/166710856-400,way/166710856-400
way/166764802-275,way/166764802-275
way/166838338-400,way/166838338-400
way/167068843-220,way/167068843-220
way/167268763-225,way/34398358-225
way/167352587-220,way/167352587-220
way/167621580-400,way/167621580-400
way/167695568-380,way/167695568-380
way/167705754-400,way/167705754-400
way/167896114-400,way/167896114-400
way/168037483-220,way/168037483-220
way/168056174-220,way/168056174-220
way/168351799-400,way/168351799-400
way/168357739-400,way/168357739-400
way/168358225-400,way/168358225-400
way/168908158-220,way/168908158-220
way/168935344-220,way/168935344-220
way/169244940-380,way/169244940-380
way/169393427-225,way/169393427-225
way/169523046-400,way/169523046-400
way/169528510-220,way/169528510-220
way/169545189-225,way/165830069-225
way/169680270-220,ES175-220
way/169703139-220,way/169703140-220
way/169703140-220,way/169703140-220
way/169703141-220,way/169703141-220
way/169722563-220,ES187-220
way/169723926-220,ES175-220
way/169723928-220,ES175-220
way/169729505-400,way/169729505-400
way/169769013-220,way/169769013-220
way/169799372-225,way/169799372-225
way/169867109-400,way/169867109-400
way/169867119-400,way/127787669-400
way/169874396-220,ES135-220
way/169882238-220,way/169882238-220
way/169882239-220,way/169882239-220
way/169883205-400,way/169883205-400
way/169899622-220,way/286955409-400
way/169947613-220,way/169947613-220
way/169993787-220,ES331-220
way/169995134-220,relation/17678185-220
way/169999915-400,way/169999915-400
way/170014037-400,ES180-400
way/170028621-400,way/170028621-400
way/170043026-225,way/169393427-225
way/170062580-225,way/169393427-225
way/170090015-220,ES320-220
way/170123812-400,way/170123812-400
way/170138196-220,way/1266081844-400
way/170138597-220,way/1266081844-400
way/170139950-220,way/1266061515-220
way/170140947-220,way/170140947-220
way/170142091-220,way/170140947-220
way/170156684-220,way/170140947-220
way/170156685-220,way/170156685-220
way/170162283-220,way/60342307-220
way/170184991-225,way/170184991-225
way/170249563-220,way/170249563-220
way/170259740-220,way/121656686-400
way/170267594-220,ES160-220
way/170272140-400,ES212-400
way/170316833-220,way/170316833-220
way/170366194-220,way/170366194-220
way/170368942-220,way/170368942-220
way/170371019-220,way/170371019-220
way/170372283-220,ES247-220
way/170395478-220,way/91441017-220
way/170424446-400,way/170424446-400
way/170424447-400,way/170424447-400
way/170424455-400,way/170424455-400
way/170433597-220,ES350-220
way/170433606-220,way/170433606-220
way/170433617-220,ES350-220
way/170479580-400,ES200-400
way/170485452-220,way/170485452-220
way/170485453-400,way/170485453-400
way/170510440-220,way/170511092-400
way/170511092-400,way/170511092-400
way/170519401-220,way/170519401-220
way/170607798-220,way/170607798-220
way/170607800-220,ES253-220
way/170671537-220,way/170671537-220
way/170779407-220,way/170779407-220
way/170779408-220,way/170779408-220
way/170946426-400,way/170946426-400
way/170954487-400,way/170954487-400
way/170968145-400,way/170968145-400
way/170968150-220,way/170968150-220
way/171051788-225,way/171051788-225
way/171066516-380,way/171066516-380
way/171071300-220,way/171071300-220
way/171106850-220,way/171106850-220
way/171113534-220,ES376-220
way/171251171-220,way/171251171-220
way/171251565-400,way/171251565-400
way/171253574-400,way/129055610-400
way/171256169-400,way/171256169-400
way/171270810-380,way/338795626-380
way/171274139-220,way/171274139-220
way/171277174-220,way/171277174-220
way/171277691-220,way/171277691-220
way/171383831-220,way/171383831-220
way/171419971-220,way/171419971-220
way/171419975-220,way/171419971-220
way/171433651-220,way/126987023-400
way/171442816-220,ES291-220
way/171506480-400,way/171506480-400
way/171537720-220,ES324-220
way/171549323-220,ES323-220
way/171556372-220,relation/17319555-220
way/171557472-220,ES338-220
way/171558297-220,ES294-220
way/171560231-220,way/171560239-220
way/171560239-220,way/171560239-220
way/171917072-400,way/171917072-400
way/171992870-220,PL21-220
way/172029146-220,way/172029146-220
way/172201471-400,way/172201471-400
way/172286289-330,way/172286289-330
way/172302572-380,way/172302572-380
way/172383984-225,way/312728271-400
way/172454609-220,way/172454609-220
way/172705586-220,way/172705586-220
way/172735399-225,way/23287448-400
way/172872714-220,ES139-220
way/172997498-220,way/274630377-380
way/173082012-220,way/172029146-220
way/173112252-220,way/943135226-380
way/173190939-220,way/173191596-220
way/173191596-220,way/173191596-220
way/173272584-220,way/173272584-220
way/173431802-400,way/173431802-400
way/173582810-400,way/173582810-400
way/173613665-220,way/170368942-220
way/174152948-400,way/174152948-400
way/174609198-220,way/174609198-220
way/174921474-400,way/174921474-400
way/174956794-225,FR38-225
way/175002028-400,way/175002028-400
way/175052362-400,way/175052362-400
way/175406958-400,way/175406958-400
way/175907366-225,way/547443051-225
way/176499686-225,way/299860588-225
way/176656979-400,way/176656979-400
way/176754569-400,way/176754569-400
way/177365955-225,way/131317126-225
way/177392130-400,way/177392130-400
way/177428102-225,way/177428102-225
way/177749653-220,way/177749653-220
way/177912872-225,way/154391107-225
way/177964767-225,way/177964767-225
way/177964771-225,way/177964771-225
way/178294745-400,way/178294745-400
way/178699856-380,way/146901292-380
way/178747356-220,BG46-220
way/178756295-220,way/178756295-220
way/178838661-400,way/178838661-400
way/178995408-225,way/178995408-225
way/179007671-225,way/81638061-225
way/179121616-400,way/179121616-400
way/179260933-400,way/179260933-400
way/179279860-220,PL46-220
way/179323117-400,way/179323117-400
way/179492338-220,way/179492338-220
way/179848961-225,way/179848961-225
way/179934195-400,way/179934195-400
way/180468540-220,way/180468540-220
way/180535363-220,way/180535363-220
way/180542657-400,way/180542657-400
way/180545587-220,way/180545587-220
way/180569105-225,way/180569105-225
way/180637986-220,way/180637986-220
way/180734042-225,relation/13260224-225
way/180790873-400,way/28470958-400
way/181125039-380,way/181125039-380
way/181412906-225,way/147394007-225
way/181621073-220,way/181621073-220
way/181651949-220,way/170485452-220
way/181652542-400,ES250-400
way/181664117-400,way/181664117-400
way/181677165-220,way/1262731213-400
way/181906370-400,way/181906370-400
way/181912569-400,way/181912569-400
way/181917947-220,way/181917947-220
way/182253927-220,ES341-220
way/182253930-220,ES341-220
way/182260861-220,ES375-220
way/182261552-220,ES375-220
way/182655738-400,way/182655738-400
way/182816228-225,way/182816228-225
way/182886368-220,way/182886368-220
way/182939731-225,way/105202875-225
way/183105308-225,way/183105308-225
way/183128353-330,way/183128353-330
way/183182430-225,way/183182430-225
way/183215456-225,way/183215456-225
way/183259405-220,PL58-220
way/183266820-225,way/56998024-400
way/183266838-225,way/56998024-400
way/183386421-330,way/183386421-330
way/183749097-220,IE1-220
way/183818442-225,way/183818442-225
way/183822179-225,way/130792479-225
way/183836524-225,way/114018928-400
way/183904046-275,way/183904046-275
way/183945016-220,way/183945016-220
way/184063224-330,way/184063224-330
way/184486846-225,way/126417428-225
way/184492595-225,way/184492595-225
way/184584639-275,way/184584639-275
way/184899160-220,way/184899160-220
way/185454704-220,way/185454704-220
way/185459155-220,way/185459155-220
way/185576620-220,way/103381531-380
way/185693432-220,way/185693432-220
way/185902319-220,way/194575030-220
way/18629425-380,way/18629425-380
way/186499822-225,FR92-225
way/186747788-275,way/90547674-400
way/186889669-220,way/186889669-220
way/187189721-220,ES117-220
way/187380300-220,ES381-220
way/187392726-220,way/187392726-220
way/187555858-300,way/187555858-300
way/187645709-400,way/187645709-400
way/187830917-220,way/187830917-220
way/187832596-400,way/187832596-400
way/188144496-400,way/188144496-400
way/188276460-380,way/24839976-380
way/188393971-220,way/24415564-220
way/188915706-225,way/105840884-400
way/189137043-220,IT49-220
way/189184531-400,way/189184531-400
way/189184555-400,way/189184555-400
way/189184557-400,ES29-400
way/189501431-400,way/189501431-400
way/189577215-400,way/189577215-400
way/189612607-380,way/189612607-380
way/189851841-220,way/189851841-220
way/190058570-400,way/190058570-400
way/190098039-220,way/190098039-220
way/190110739-400,way/190110739-400
way/190187643-225,FR175-225
way/190236352-400,way/190236352-400
way/190249315-220,way/190249315-220
way/190249507-220,way/190249507-220
way/190289516-220,way/190289523-220
way/190289523-220,way/190289523-220
way/190511290-400,way/190511290-400
way/190819048-220,way/190819048-220
way/190907238-220,way/190907238-220
way/191035265-220,way/191035265-220
way/191038569-220,way/191035265-220
way/191053032-220,way/191053032-220
way/191095881-220,way/191095881-220
way/191210664-220,way/144487932-400
way/191352746-220,way/191352746-220
way/191363648-400,way/191363648-400
way/191480803-400,way/58928252-400
way/191485195-400,way/191485195-400
way/192677427-380,way/192677427-380
way/192764283-330,way/192764283-330
way/193292042-400,way/193292042-400
way/193617444-400,way/193617444-400
way/194101137-220,way/48304858-220
way/194186027-220,way/110138220-380
way/194258388-220,way/194258388-220
way/194341129-220,way/187392726-220
way/194360413-220,way/194360413-220
way/194370719-220,ES3-220
way/194571876-225,relation/1604500-225
way/194575030-220,way/194575030-220
way/194614470-220,way/194614470-220
way/194699926-220,way/194699926-220
way/194699929-220,way/194699929-220
way/194701798-220,way/74384031-400
way/194903381-400,way/194903381-400
way/195155625-400,way/195155625-400
way/195168461-400,way/195168461-400
way/196073443-225,way/196073443-225
way/196076112-220,way/1252514183-220
way/196202210-220,way/196202210-220
way/196202213-400,way/196202213-400
way/196202222-220,way/196202210-220
way/196207063-400,way/196207063-400
way/196207064-400,ES38-400
way/196215046-400,way/196215046-400
way/196371124-220,ES49-220
way/196371643-220,ES49-220
way/196371646-220,ES49-220
way/196380396-220,ES32-220
way/196478732-220,way/202891403-400
way/196483351-220,way/196483351-220
way/196484246-220,ES52-220
way/196484252-220,way/196484252-220
way/196522660-220,way/196522660-220
way/196526411-220,ES75-220
way/196533207-220,way/196533213-220
way/196533213-220,way/196533213-220
way/196544701-220,way/196544701-220
way/196557387-400,way/196557387-400
way/196590421-400,way/196590421-400
way/196590422-400,way/196590422-400
way/196633567-400,way/196633567-400
way/196634265-400,way/196634265-400
way/196634589-220,way/169523046-400
way/196654321-400,way/196654321-400
way/196654362-220,RO8-220
way/196654364-220,RO8-220
way/196672665-400,way/196672665-400
way/196695540-220,way/196695540-220
way/196723098-400,RO24-400
way/197040234-225,way/197040234-225
way/197263262-225,way/85827398-400
way/197827799-400,way/197827799-400
way/19783816-380,way/19783816-380
way/197846408-220,way/197846408-220
way/197866182-420,way/197866182-420
way/198276673-220,way/198276673-220
way/198283094-220,way/198283094-220
way/198310955-220,way/198310955-220
way/198333299-400,way/198333299-400
way/198441076-225,FR27-225
way/198448981-380,way/198448981-380
way/198635989-220,way/191352746-220
way/198777633-400,way/198777633-400
way/198777680-220,way/198777680-220
way/198777681-220,way/198777681-220
way/198901559-220,way/71212865-220
way/199093574-225,way/199093574-225
way/199098050-400,way/199098050-400
way/199098053-400,way/199098053-400
way/199098055-220,way/199098055-220
way/199229562-400,way/199229562-400
way/199657972-400,way/199657972-400
way/199657990-400,way/199657990-400
way/199657993-220,RO42-220
way/199675964-380,way/199676823-380
way/199676823-380,way/199676823-380
way/199713891-400,way/26931725-400
way/199900178-220,SK6-220
way/200052139-400,way/200052139-400
way/200224266-400,way/200224266-400
way/200253359-400,ES185-400
way/200511209-400,way/200511209-400
way/200514079-220,BG21-220
way/200516868-400,way/200516868-400
way/200635683-275,way/200635683-275
way/200720497-220,way/200720497-220
way/200772307-400,way/200772307-400
way/201459319-400,way/201459319-400
way/202164315-380,way/24604789-380
way/202178573-220,way/132645607-220
way/202179060-220,way/132645607-220
way/202200066-420,way/202200066-420
way/202271565-380,way/202271565-380
way/202272734-220,way/202272734-220
way/202461729-220,way/202461729-220
way/202711181-220,way/202711181-220
way/202747445-380,way/202747445-380
way/202753898-400,FR192-400
way/202772821-220,way/133601335-380
way/202865176-220,way/88916034-380
way/202865177-380,way/88916034-380
way/202891403-400,way/202891403-400
way/202948507-400,way/202948507-400
way/203122176-225,way/203122176-225
way/203225567,way/409439916-380
way/203232760-400,way/122257444-400
way/203468251-220,way/133601335-380
way/203623276-220,way/1266081844-400
way/203880168-275,way/25784732-275
way/204048491-225,FR93-225
way/204349873-225,way/204349873-225
way/204914596-330,EE3-330
way/204940265-220,way/204940265-220
way/204969810-400,way/198777633-400
way/204983664-220,way/208263464-400
way/205115991-420,way/205115991-420
way/205141906-220,way/205141906-220
way/205252518-400,way/196557387-400
way/205384220-400,way/205384220-400
way/205597560-220,IT75-220
way/205894727-220,way/205894727-220
way/206289192-380,way/206289192-380
way/206538656-420,way/206538656-420
way/206558254-220,way/196654321-400
way/206628449-420,way/206628449-420
way/206829975-225,way/204349873-225
way/207159887-400,way/207159887-400
way/207248812-380,way/207248812-380
way/207292011-225,way/207292011-225
way/207331199-220,way/207331199-220
way/207339053-400,way/207339053-400
way/207383904-220,way/207383904-220
way/207479669-225,way/207479669-225
way/207526732-225,way/207292011-225
way/207756597-220,way/54359256-380
way/207762797-225,FR31-225
way/207915691-220,way/169523046-400
way/207991759-380,way/207991759-380
way/207993342-380,way/207993342-380
way/208045778-220,way/208045778-220
way/208124159-220,way/208124159-220
way/208263464-400,way/208263464-400
way/208263479-220,RO4-220
way/208294493-220,RO33-220
way/208294496-220,RO30-220
way/208388459-225,FR26-225
way/208398923-380,way/208398923-380
way/208424341-225,way/208424341-225
way/208452701-220,way/208452701-220
way/20851038-400,way/20851038-400
way/208744453-220,way/228718321-400
way/208780268-380,way/208780268-380
way/208872164-220,RO17-220
way/208872170-220,RO17-220
way/208965529-400,way/208965529-400
way/208979069-400,way/208979069-400
way/209067387-400,RO40-400
way/209175136-400,way/209175136-400
way/209324991-220,way/240959264-220
way/209332566-220,ES172-220
way/209404646-400,way/209404646-400
way/209982720-380,way/209982720-380
way/210191809-220,way/210191809-220
way/210389707-400,way/210389707-400
way/210411778-220,way/169523046-400
way/210457037-330,way/210457037-330
way/210568055-380,way/210568055-380
way/210609562-220,way/205384220-400
way/210745193-220,way/96722667-220
way/210831971-400,way/210831971-400
way/211180338-380,way/211180338-380
way/211549457-275,way/211549457-275
way/211875283-225,way/211875283-225
way/211907009-220,way/211907009-220
way/212498548-220,way/207993342-380
way/212722603-380,way/212722603-380
way/212779654-400,way/212779654-400
way/214146381-220,way/214146381-220
way/214266451-220,way/98526640-400
way/214294769-220,way/214294769-220
way/214483816-400,way/214483816-400
way/214858101-225,way/214858101-225
way/215282393-400,way/215282393-400
way/215806463-220,ES365-220
way/216060722-220,PL42-220
way/216975352-220,way/216975352-220
way/217032425-400,way/47317827-400
way/217600189-225,way/110602470-225
way/217745445-400,way/217745445-400
way/217899005-220,way/217899005-220
way/217979941-220,way/145302702-220
way/218432502-220,ES272-220
way/219408050-220,way/191095881-220
way/219639224-225,way/219639224-225
way/219909160-220,way/101997887-380
way/219909161-220,way/101997887-380
way/220065689-330,way/220065689-330
way/220076858-400,way/220076858-400
way/220179629-220,ES71-220
way/220458404-220,way/220458404-220
way/220704941-400,way/220704941-400
way/220890042-220,way/144297438-220
way/221182424-220,way/143483653-220
way/221193996-220,way/143483666-400
way/222188543-400,way/222188543-400
way/222205173-275,way/222205173-275
way/222427976-220,way/76705565-380
way/222867769-220,way/991952490-220
way/222873301-220,way/222873301-220
way/222885175-220,way/144487932-400
way/222885498-220,way/97937366-400
way/222895334-400,way/222895334-400
way/222901014-220,way/222901014-220
way/222903016-220,way/145466007-220
way/222903017-220,way/145466007-220
way/222962996-400,way/222962996-400
way/222987687-275,GB66-275
way/223207745-400,ES9-400
way/223383886-400,way/5174038-400
way/224057553-225,way/150329778-225
way/224727316-220,PL44-220
way/224849342-400,way/224849342-400
way/224885245-750,way/224885245-750
way/225210595-400,way/225210595-400
way/226363063-400,way/226363063-400
way/226886241-400,way/226886241-400
way/226898600-225,way/226898600-225
way/22690852-220,way/23084554-380
way/22720647-380,way/22720647-380
way/227495569-275,way/227495569-275
way/227589012-400,way/227589012-400
way/22761692-380,way/22761692-380
way/22761839-380,way/22761839-380
way/22765517-380,way/22765517-380
way/22766160-380,way/22766160-380
way/22767509-380,way/22767509-380
way/227767019-275,way/227767019-275
way/227767022-275,way/227767022-275
way/22796434-220,way/22796434-220
way/228003081-220,way/236819191-220
way/228049601-225,way/228049601-225
way/228154083-220,way/228154083-220
way/228718321-400,way/228718321-400
way/22873838-225,way/22873838-225
way/22873840-225,way/22873840-225
way/22899676-220,way/22899676-220
way/22938964-225,way/22938964-225
way/22944791-220,way/22944791-220
way/229565743-220,DE15-220
way/229597405-400,way/229597405-400
way/22960899-380,way/22960899-380
way/22964137-380,way/22964137-380
way/229685438-400,way/229685438-400
way/22973052-220,way/22973052-220
way/22973070-380,way/22973070-380
way/22975329-400,way/22975329-400
way/229806969-420,way/229806969-420
way/229806970-420,way/229806970-420
way/22984334-380,way/22984334-380
way/229907568-225,FR139-225
way/230134599-275,way/230134599-275
way/23022100-380,way/23022100-380
way/230377203-220,RO22-220
way/23059230-400,way/23059230-400
way/23059268-275,way/23059268-275
way/23064675-220,way/5174038-400
way/23067006-380,way/23067006-380
way/23084417-220,DE62-380
way/23084554-380,way/23084554-380
way/23096966-380,way/23096966-380
way/231157304-225,way/231157304-225
way/231157307-225,way/715176993-225
way/231157310-225,way/270540194-225
way/231157311-225,way/143283235-225
way/231157312-225,way/231157312-225
way/23132983-275,way/23132983-275
way/23135563-380,way/23135563-380
way/23135618-220,way/28397771-220
way/23136343-380,way/23136343-380
way/23136868-380,way/23136868-380
way/23140544-220,DE118-220
way/23151789-380,way/23151789-380
way/23161029-220,way/32843531-380
way/23164132-400,way/23164132-400
way/23164256-400,way/23164256-400
way/231743450-225,way/86969390-225
way/23175771-380,way/23175771-380
way/23176013-380,BE10-380
way/23192640-220,way/23192640-220
way/23208935-380,BE6-380
way/232243950-400,way/232243950-400
way/23228362-400,way/23228362-400
way/23228569-275,way/23228569-275
way/23229136-275,way/23229136-275
way/232319495-275,way/232319495-275
way/23232738-400,way/23232738-400
way/23234477-275,way/23234477-275
way/23248656-275,way/23248656-275
way/232578495-400,way/232578495-400
way/232662311-220,way/111162936-400
way/232685942-220,way/232685942-220
way/23281217,way/23281217-400
way/23281217-400,way/23281217-400
way/23284340-380,way/23284340-380
way/23286313-400,way/23286313-400
way/23287448-400,way/23287448-400
way/232893576-420,way/232893576-420
way/23299362-400,way/23299362-400
way/23299657-400,way/23299657-400
way/23380800-380,way/23380800-380
way/23390317-275,way/23390317-275
way/234171369-380,way/234171369-380
way/23470015-400,way/23470015-400
way/234876688-400,RO1-400
way/234876695-400,way/234876695-400
way/234983117-380,way/234983117-380
way/235044638-400,way/235044638-400
way/235291237-220,way/317499556-400
way/235370803-400,way/235370803-400
way/235724487,way/1265541078-400
way/23575521-400,way/23575521-400
way/23583867-380,way/23583867-380
way/236110936-400,way/236110936-400
way/236110952-400,way/236110952-400
way/236134509-220,way/236134509-220
way/23641079-380,way/23641079-380
way/236661269-380,way/236661269-380
way/236819191-220,way/236819191-220
way/23682013-220,way/27739871-380
way/237314095-225,FR81-225
way/23744346-220,way/23744346-220
way/237532249-220,way/52564762-400
way/238138373-380,way/238138373-380
way/23816140-220,way/274621059-220
way/238249884-400,way/238249884-400
way/238640596-400,way/238640596-400
way/23881272-220,way/42410916-380
way/23882397-220,way/23882397-220
way/238856422-400,way/238856422-400
way/238954545-400,way/89109496-400
way/23899043-380,way/23899043-380
way/23899163-220,way/84789829-220
way/23907283-380,way/18629425-380
way/239242345-400,way/239242345-400
way/239248206-400,way/239248206-400
way/239560640-400,way/239560640-400
way/239609000-225,way/150329778-225
way/23988786-400,way/23988786-400
way/239937062-220,way/239937062-220
